pid,name,create_time,cores,cpu_usage,status,nice,memory_usage,n_threads,username
8592,svchost.exe,2023-05-23 09:48:07,0,0.0,running,0,0.0,3,N/A
8844,chrome.exe,2023-05-23 14:06:05,16,0.0,running,64,5.148672,27,DESKTOP-ML12QO1\shell
8924,svchost.exe,2023-05-23 09:18:21,16,0.0,running,32,3.534848,12,DESKTOP-ML12QO1\shell
8980,svchost.exe,2023-05-23 09:18:21,0,0.0,running,0,0.0,2,N/A
9096,chrome.exe,2023-05-23 13:08:25,16,0.0,running,64,1.216512,21,DESKTOP-ML12QO1\shell
9180,svchost.exe,2023-05-23 09:18:22,0,0.0,running,0,0.0,16,N/A
9260,chrome.exe,2023-05-23 09:50:36,16,0.0,running,32768,162.320384,53,DESKTOP-ML12QO1\shell
9380,SecurityHealthSystray.exe,2023-05-23 09:18:33,16,0.0,running,32,0.090112,1,DESKTOP-ML12QO1\shell
9392,RuntimeBroker.exe,2023-05-23 09:18:22,16,0.0,running,32,0.684032,3,DESKTOP-ML12QO1\shell
9472,RuntimeBroker.exe,2023-05-23 09:18:22,16,0.0,running,32,7.385088,31,DESKTOP-ML12QO1\shell
9496,chrome.exe,2023-05-23 10:03:00,16,0.0,running,64,10.059776,27,DESKTOP-ML12QO1\shell
9524,svchost.exe,2023-05-23 09:19:40,16,0.0,running,32,1.875968,4,DESKTOP-ML12QO1\shell
9556,svchost.exe,2023-05-23 09:18:22,16,0.0,running,32,1.49504,8,DESKTOP-ML12QO1\shell
9592,RuntimeBroker.exe,2023-05-23 10:05:54,16,0.0,running,32,0.589824,3,DESKTOP-ML12QO1\shell
9636,chrome.exe,2023-05-23 09:50:41,16,0.0,running,32,5.046272,22,DESKTOP-ML12QO1\shell
9668,chrome.exe,2023-05-23 10:29:07,16,0.0,running,64,9.4208,27,DESKTOP-ML12QO1\shell
9804,SecurityHealthService.exe,2023-05-23 09:18:33,0,0.0,running,0,0.0,9,N/A
9840,dllhost.exe,2023-05-23 09:18:22,16,0.0,running,32,3.735552,11,DESKTOP-ML12QO1\shell
9948,conhost.exe,2023-05-23 16:30:25,16,0.0,running,32,0.868352,7,DESKTOP-ML12QO1\shell
9968,chrome.exe,2023-05-23 10:30:26,16,0.0,running,64,13.451264,27,DESKTOP-ML12QO1\shell
10104,chrome.exe,2023-05-23 13:08:26,16,0.0,running,64,0.954368,23,DESKTOP-ML12QO1\shell
10124,chrome.exe,2023-05-23 10:29:07,16,0.0,running,64,1.359872,21,DESKTOP-ML12QO1\shell
10148,WhatsApp.exe,2023-05-23 09:18:23,16,0.0,running,32,300.711936,49,DESKTOP-ML12QO1\shell
10212,PaintStudio.View.exe,2023-05-23 10:04:25,16,0.0,stopped,32,0.016384,52,DESKTOP-ML12QO1\shell
10512,GoogleCrashHandler.exe,2023-05-23 09:18:23,0,0.0,running,0,0.0,3,N/A
10600,GoogleCrashHandler64.exe,2023-05-23 09:18:23,0,0.0,running,0,0.0,3,N/A
10712,RuntimeBroker.exe,2023-05-23 09:18:24,16,0.0,running,32,4.657152,9,DESKTOP-ML12QO1\shell
10764,chrome.exe,2023-05-23 10:30:37,16,0.0,running,64,1.216512,22,DESKTOP-ML12QO1\shell
10856,chrome.exe,2023-05-23 09:50:36,16,0.0,running,32,220.71296,48,DESKTOP-ML12QO1\shell
10880,ctfmon.exe,2023-05-23 09:18:23,16,0.0,running,128,0.0,12,DESKTOP-ML12QO1\shell
10940,lghub.exe,2023-05-23 09:18:34,16,0.0,running,32,2.674688,28,DESKTOP-ML12QO1\shell
10944,lghub_system_tray.exe,2023-05-23 09:18:34,16,0.0,running,32,1.687552,22,DESKTOP-ML12QO1\shell
